id	prim_cat	sec_cats	title	abstract 
1403.1183	q-fin	q-fin.PR math.PR	On the Frequency of Drawdowns for Brownian Motion Processes	"  Drawdowns measuring the decline in value from the historical running maxima
over a given period of time, are considered as extremal events from the
standpoint of risk management. To date, research on the topic has mainly focus
on the side of severity by studying the first drawdown over certain
pre-specified size. In this paper, we extend the discussion by investigating
the frequency of drawdowns, and some of their inherent characteristics. We
consider two types of drawdown time sequences depending on whether a historical
running maximum {is reset or not}. For each type, we study the frequency rate
of drawdowns, the Laplace transform of the $n$-th drawdown time, the
distribution of the running maximum and the value process at the $n$-th
drawdown time, as well as some other quantities of interest. Interesting
relationships between these two drawdown time sequences are also established.
Finally, insurance policies protecting against the risk of frequent drawdowns
are also proposed and priced.
"
1403.1548	q-fin	q-fin.GN	To bail-out or to bail-in? Answers from an agent-based model	"  Since beginning of the 2008 financial crisis almost half a trillion euros
have been spent to financially assist EU member states in taxpayer-funded
bail-outs. These crisis resolutions are often accompanied by austerity programs
causing political and social friction on both domestic and international
levels. The question of how to resolve failing financial institutions under
which economic preconditions is therefore a pressing and controversial issue of
vast political importance. In this work we employ an agent-based model to study
the economic and financial ramifications of three highly relevant crisis
resolution mechanisms. To establish the validity of the model we show that it
reproduces a series of key stylized facts if the financial and real economy.
The distressed institution can either be closed via a purchase & assumption
transaction, it can be bailed-out using taxpayer money, or it may be bailed-in
in a debt-to-equity conversion. We find that for an economy characterized by
low unemployment and high productivity the optimal crisis resolution with
respect to financial stability and economic productivity is to close the
distressed institution. For economies in recession with high unemployment the
bail-in tool provides the most efficient crisis resolution mechanism. Under no
circumstances do taxpayer-funded bail-out schemes outperform bail-ins with
private sector involvement.
"
1403.2229	q-fin	q-fin.TR	"A reinforcement learning extension to the Almgren-Chriss model for
  optimal trade execution"	"  Reinforcement learning is explored as a candidate machine learning technique
to enhance existing analytical solutions for optimal trade execution with
elements from the market microstructure. Given a volume-to-trade, fixed time
horizon and discrete trading periods, the aim is to adapt a given volume
trajectory such that it is dynamic with respect to favourable/unfavourable
conditions during realtime execution, thereby improving overall cost of
trading. We consider the standard Almgren-Chriss model with linear price impact
as a candidate base model. This model is popular amongst sell-side institutions
as a basis for arrival price benchmark execution algorithms. By training a
learning agent to modify a volume trajectory based on the market's prevailing
spread and volume dynamics, we are able to improve post-trade implementation
shortfall by up to 10.3% on average compared to the base model, based on a
sample of stocks and trade sizes in the South African equity market.
"
1403.4099	q-fin	q-fin.CP cs.DC cs.NE	"High-speed detection of emergent market clustering via an unsupervised
  parallel genetic algorithm"	"  We implement a master-slave parallel genetic algorithm (PGA) with a bespoke
log-likelihood fitness function to identify emergent clusters within price
evolutions. We use graphics processing units (GPUs) to implement a PGA and
visualise the results using disjoint minimal spanning trees (MSTs). We
demonstrate that our GPU PGA, implemented on a commercially available general
purpose GPU, is able to recover stock clusters in sub-second speed, based on a
subset of stocks in the South African market. This represents a pragmatic
choice for low-cost, scalable parallel computing and is significantly faster
than a prototype serial implementation in an optimised C-based
fourth-generation programming language, although the results are not directly
comparable due to compiler differences. Combined with fast online intraday
correlation matrix estimation from high frequency data for cluster
identification, the proposed implementation offers cost-effective,
near-real-time risk assessment for financial practitioners.
"
1403.4460	q-fin	q-fin.GN physics.data-an	"Stationarity, non-stationarity and early warning signals in economic
  networks"	"  Economic integration, globalization and financial crises represent examples
of processes whose understanding requires the analysis of the underlying
network structure. Of particular interest is establishing whether a real
economic network is in a state of (quasi)stationary equilibrium, i.e.
characterized by smooth structural changes rather than abrupt transitions.
While in the former case the behaviour of the system can be reasonably
controlled and predicted, in the latter case this is generally impossible.
Here, we propose a method to assess whether a real economic network is in a
quasi-stationary state by checking the consistency of its structural evolution
with appropriate quasi-equilibrium maximum-entropy ensembles of graphs. As
illustrative examples, we consider the International Trade Network (ITN) and
the Dutch Interbank Network (DIN). We find that the ITN is an almost perfect
example of quasi-equilibrium network, while the DIN is clearly
out-of-equilibrium. In the latter, the entity of the deviation from
quasi-stationarity contains precious information that allows us to identify
remarkable early warning signals of the interbank crisis of 2008. These early
warning signals involve certain dyadic and triadic topological properties,
including dangerous 'debt loops' with different levels of interbank
reciprocity.
"
1404.0410	q-fin	q-fin.PR math.PR	Non-Arbitrage under a Class of Honest Times	"  This paper quantifies the interplay between the non-arbitrage notion of
No-Unbounded-Profit-with-Bounded-Risk (NUPBR hereafter) and additional
information generated by a random time. This study complements the one of
Aksamit/Choulli/Deng/Jeanblanc [1] in which the authors studied similar topics
for the case of stopping at the random time instead, while herein we are
concerned with the part after the occurrence of the random time. Given that all
the literature -up to our knowledge- proves that the NUPBR notion is always
violated after honest times that avoid stopping times in a continuous
filtration, herein we propose a new class of honest times for which the NUPBR
notion can be preserved for some models. For this family of honest times, we
elaborate two principal results. The first main result characterizes the pairs
of initial market and honest time for which the resulting model preserves the
NUPBR property, while the second main result characterizes the honest times
that preserve the NUPBR property for any quasi-left continuous model.
Furthermore, we construct explicitly ""the-after-tau"" local martingale deflators
for a large class of initial models (i.e. models in the small filtration) that
are already risk-neutralized.
"
1404.1351	q-fin	q-fin.PR q-fin.RM q-fin.ST	"Model-Free Discretisation-Invariant Swaps and S&P 500 Higher-Moment Risk
  Premia"	"  We derive a general multivariate theory for realised characteristics of
`model-free discretisation-invariant swaps', so-called because the standard
no-arbitrage assumption of martingale forward prices is sufficient to derive
fair-value swap rates for such characteristics which have no jump or
discretisation errors. This theory underpins specific examples for swaps based
on higher moments of a single log return distribution where exact replication
is possible via option-implied `fundamental contracts' like the log contact.
The common factors determining the S&P 500 risk premia associated with these
higher-moment characteristics are investigated empirically at the daily, weekly
and monthly frequencies.
"
1404.4275	q-fin	cs.CE cs.CR q-fin.GN	"A Bitcoin system with no mining and no history transactions: Build a
  compact Bitcoin system"	"  We give an explicit definition of decentralization and show you that
decentralization is almost impossible for the current stage and Bitcoin is the
first truly noncentralized currency in the currency history. We propose a new
framework of noncentralized cryptocurrency system with an assumption of the
existence of a weak adversary for a bank alliance. It abandons the mining
process and blockchain, and removes history transactions from data
synchronization. We propose a consensus algorithm named Converged Consensus for
a noncentralized cryptocurrency system.
"
1404.5222	q-fin	q-fin.PM math.OC	"Self-Averaging Property of Minimal Investment Risk of Mean-Variance
  Model"	"  In portfolio optimization problems, the minimum expected investment risk is
not always smaller than the expected minimal investment risk. That is, using a
well-known approach from operations research, it is possible to derive a
strategy that minimizes the expected investment risk, but this strategy does
not always result in the best rate of return on assets. Prior to making
investment decisions, it is important to an investor to know the potential
minimal investment risk (or the expected minimal investment risk) and to
determine the strategy that will maximize the return on assets. We use the
self-averaging property to analyze the potential minimal investment risk and
the concentrated investment level for the strategy that gives the best rate of
return. We compare the results from our method with the results obtained by the
operations research approach and with those obtained by a numerical simulation
using the optimal portfolio. The results of our method and the numerical
simulation are in agreement, but they differ from that of the operations
research approach.
"
1404.6190	q-fin	q-fin.PR math.PR	Polynomial Term Structure Models	"  This article discuss a class of tractable model in the form of polynomial
type.
"
1404.7493	q-fin	q-fin.PM q-fin.MF q-fin.ST	Drawdown: From Practice to Theory and Back Again	"  Maximum drawdown, the largest cumulative loss from peak to trough, is one of
the most widely used indicators of risk in the fund management industry, but
one of the least developed in the context of measures of risk. We formalize
drawdown risk as Conditional Expected Drawdown (CED), which is the tail mean of
maximum drawdown distributions. We show that CED is a degree one positive
homogenous risk measure, so that it can be linearly attributed to factors; and
convex, so that it can be used in quantitative optimization. We empirically
explore the differences in risk attributions based on CED, Expected Shortfall
(ES) and volatility. An important feature of CED is its sensitivity to serial
correlation. In an empirical study that fits AR(1) models to US Equity and US
Bonds, we find substantially higher correlation between the autoregressive
parameter and CED than with ES or with volatility.
"
1404.7632	q-fin	q-fin.ST math.PR	"A multivariate model for financial indices and an algorithm for
  detection of jumps in the volatility"	"  We consider a mean-reverting stochastic volatility model which satisfies some
relevant stylized facts of financial markets. We introduce an algorithm for the
detection of peaks in the volatility profile, that we apply to the time series
of Dow Jones Industrial Average and Financial Times Stock Exchange 100 in the
period 1984-2013. Based on empirical results, we propose a bivariate version of
the model, for which we find an explicit expression for the decay over time of
cross-asset correlations between absolute returns. We compare our theoretical
predictions with empirical estimates on the same financial time series, finding
an excellent agreement.
"
1405.0585	q-fin	q-fin.EC cond-mat.stat-mech q-fin.GN	Evaluating gambles using dynamics	"  Gambles are random variables that model possible changes in monetary wealth.
Classic decision theory transforms money into utility through a utility
function and defines the value of a gamble as the expectation value of utility
changes. Utility functions aim to capture individual psychological
characteristics, but their generality limits predictive power. Expectation
value maximizers are defined as rational in economics, but expectation values
are only meaningful in the presence of ensembles or in systems with ergodic
properties, whereas decision-makers have no access to ensembles and the
variables representing wealth in the usual growth models do not have the
relevant ergodic properties. Simultaneously addressing the shortcomings of
utility and those of expectations, we propose to evaluate gambles by averaging
wealth growth over time. No utility function is needed, but a dynamic must be
specified to compute time averages. Linear and logarithmic ""utility functions""
appear as transformations that generate ergodic observables for purely additive
and purely multiplicative dynamics, respectively. We highlight inconsistencies
throughout the development of decision theory, whose correction clarifies that
our perspective is legitimate. These invalidate a commonly cited argument for
bounded utility functions.
"
1405.1212	q-fin	q-fin.RM q-fin.PR	"Market risk modelling in Solvency II regime and hedging options not
  using underlying"	"  In the paper we develop mathematical tools of quantile hedging in incomplete
market. Those could be used for two significant applications:
  o calculating the \textbf{optimal capital requirement imposed by Solvency II}
(Directive 2009/138/EC of the European Parliament and of the Council) when the
market and non-market risk is present in insurance company. We show hot to find
the minimal capital $V_0$ to provide with the one-year hedging strategy for
insurance company satisfying $E\left[{\mathbf 1}_{\{V_1 \geq
D\}}\right]=0.995$, where $V_1$ denotes the value of insurance company in one
year time and $D$ is the payoff of the contract.
  o finding a hedging strategy for derivative not using underlying but an asset
with dynamics correlated or in some other way dependent (no deterministically)
on underlying. The work is a generalisation of the work of Klusik and Palmowski
\cite{KluPal}.
  Keywords: quantile hedging, solvency II, capital modelling, hedging options
on nontradable asset.
"
1405.1326	q-fin	math.PR math.ST q-fin.RM q-fin.ST stat.ME stat.TH	Paths and indices of maximal tail dependence	"  We demonstrate both analytically and numerically that the existing methods
for measuring tail dependence in copulas may sometimes underestimate the extent
of extreme co-movements of dependent risks and, therefore, may not always
comply with the new paradigm of prudent risk management. This phenomenon holds
in the context of both symmetric and asymmetric copulas with and without
singularities. As a remedy, we introduce a notion of paths of maximal (tail)
dependence and utilize it to propose several new indices of tail dependence.
The suggested new indices are conservative, conform with the basic concepts of
modern quantitative risk management, and are able to distinguish between
distinct risky positions in situations when the existing indices fail to do so.
"
1405.1791	q-fin	stat.AP q-fin.RM q-fin.ST	On the Super-Additivity and Estimation Biases of Quantile Contributions	"  Sample measures of top centile contributions to the total (concentration) are
downward biased, unstable estimators, extremely sensitive to sample size and
concave in accounting for large deviations. It makes them particularly unfit in
domains with power law tails, especially for low values of the exponent. These
estimators can vary over time and increase with the population size, as shown
in this article, thus providing the illusion of structural changes in
concentration. They are also inconsistent under aggregation and mixing
distributions, as the weighted average of concentration measures for A and B
will tend to be lower than that from A U B. In addition, it can be shown that
under such fat tails, increases in the total sum need to be accompanied by
increased sample size of the concentration measurement. We examine the
estimation superadditivity and bias under homogeneous and mixed distributions.
"
1405.2023	q-fin	q-fin.MF q-fin.TR	Simultaneous Trading in 'Lit' and Dark Pools	"  We consider an optimal trading problem over a finite period of time during
which an investor has access to both a standard exchange and a dark pool. We
take the exchange to be an order-driven market and propose a continuous-time
setup for the best bid price and the market spread, both modelled by L\'evy
processes. Effects on the best bid price arising from the arrival of limit buy
orders at more favourable prices, the incoming market sell orders potentially
walking the book, and deriving from the cancellations of limit sell orders at
the best ask price are incorporated in the proposed price dynamics. A permanent
impact that occurs when 'lit' pool trades cannot be avoided is built in, and an
instantaneous impact that models the slippage, to which all 'lit' exchange
trades are subject, is also considered. We assume that the trading price in the
dark pool is the mid-price and that no fees are due for posting orders. We
allow for partial trade executions in the dark pool, and we find the optimal
trading strategy in both venues. Since the mid-price is taken from the
exchange, the dynamics of the limit order book also affects the optimal
allocation of shares in the dark pool. We propose a general objective function
and we show that, subject to suitable technical conditions, the value function
can be characterised by the unique continuous viscosity solution to the
associated partial integro differential equation. We present two explicit
examples of the price and the spread models, and derive the associated optimal
trading strategy numerically. We discuss the various degrees of the agent's
risk aversion and further show that roundtrips, i.e. posting the remaining
inventory in the dark pool at every point in time, are not necessarily
beneficial.
"
1405.2609	q-fin	q-fin.MF q-fin.PR	"Risk Neutral Option Pricing With Neither Dynamic Hedging nor Complete
  Markets"	"  Proof that under simple assumptions, such as constraints of Put-Call Parity,
the probability measure for the valuation of a European option has the mean
derived from the forward price which can, but does not have to be the
risk-neutral one, under any general probability distribution, bypassing the
Black-Scholes-Merton dynamic hedging argument, and without the requirement of
complete markets and other strong assumptions. We confirm that the heuristics
used by traders for centuries are both more robust, more consistent, and more
rigorous than held in the economics literature. We also show that options can
be priced using infinite variance (finite mean) distributions.
"
1405.3202	q-fin	physics.soc-ph physics.data-an q-fin.GN	The systematic structure and predictability of urban business diversity	"  Understanding cities is central to addressing major global challenges from
climate and health to economic resilience. Although increasingly perceived as
fundamental socio-economic units, the detailed fabric of urban economic
activities is only now accessible to comprehensive analyses with the
availability of large datasets. Here, we study abundances of business
categories across U.S. metropolitan statistical areas to investigate how
diversity of economic activities depends on city size. A universal structure
common to all cities is revealed, manifesting self-similarity in internal
economic structure as well as aggregated metrics (GDP, patents, crime). A
derivation is presented that explains universality and the observed empirical
distribution. The model incorporates a generalized preferential attachment
process with ceaseless introduction of new business types. Combined with
scaling analyses for individual categories, the theory quantitatively predicts
how individual business types systematically change rank with city size,
thereby providing a quantitative means for estimating their expected abundances
as a function of city size. These results shed light on processes of economic
differentiation with scale, suggesting a general structure for the growth of
national economies as integrated urban systems.
"
1405.3512	q-fin	q-fin.GN physics.soc-ph	Quantum Brownian motion model for the stock market	"  It is believed by the majority today that the efficient market hypothesis is
imperfect because of market irrationality. Using the physical concepts and
mathematical structures of quantum mechanics, we construct an econophysics
framework for the stock market, based on which we analogously map massive
numbers of single stocks into a reservoir consisting of many quantum harmonic
oscillators and their stock index into a typical quantum open system--a quantum
Brownian particle. In particular, the irrationality of stock transactions is
quantitatively considered as the Planck constant within Heisenberg's
uncertainty relationship of quantum mechanics in an analogous manner. We
analyze real stock data of Shanghai Stock Exchange of China and investigate
fat-tail phenomena and non-Markovian behaviors of the stock index with the
assistance of the quantum Brownian motion model, thereby interpreting and
studying the limitations of the classical Brownian motion model for the
efficient market hypothesis from a new perspective of quantum open system
dynamics.
"
1405.3561	q-fin	q-fin.CP math.NA	"An explicit Euler scheme with strong rate of convergence for financial
  SDEs with non-Lipschitz coefficients"	"  We consider the approximation of stochastic differential equations (SDEs)
with non-Lipschitz drift or diffusion coefficients. We present a modified
explicit Euler-Maruyama discretisation scheme that allows us to prove strong
convergence, with a rate. Under some regularity and integrability conditions,
we obtain the optimal strong error rate. We apply this scheme to SDEs widely
used in the mathematical finance literature, including the
Cox-Ingersoll-Ross~(CIR), the 3/2 and the Ait-Sahalia models, as well as a
family of mean-reverting processes with locally smooth coefficients. We
numerically illustrate the strong convergence of the scheme and demonstrate its
efficiency in a multilevel Monte Carlo setting.
"
1405.4474	q-fin	q-fin.PR math.PR	"Local martingale deflators for asset processes stopped at a default time
  $S^\tau$ or right before $S^{\tau-}$"	"  Let $\mathbb{F}\subset \mathbb{G}$ be two filtrations and $S$ be a
$\mathbb{F}$ semimartingale possessing a $\mathbb{F}$ local martingale
deflator. Consider $\tau$ a $\mathbb{G}$ stopping time. We study the problem
whether $S^{\tau-}$ or $S^{\tau}$ can have $\mathbb{G}$ local martingale
deflators. A suitable theoretical framework is set up in this paper, within
which necessary/sufficient conditions for the problem to be solved have been
proved. Under these conditions, we will construct $\mathbb{G}$ local martingale
deflators for $S^{\tau-}$ or for $S^{\tau}$. Among others, it is proved that
$\mathbb{G}$ local martingale deflators are multiples of $\mathbb{F}$ local
martingale deflators, with a multiplicator coming from the multiplicative
decomposition of the Az\'ema supermartingale of $\tau$. The proofs of the
necessary/sufficient conditions require various results to be established about
Az\'ema supermartingale, about local martingale deflator, about filtration
enlargement, which are interesting in themselves.
  Our study is based on a filtration enlargement setting. For applications, it
is important to have a method to infer the existence of such setting from the
knowledge of the market information. This question is discussed at the end of
the paper.
"
1405.4490	q-fin	q-fin.GN physics.soc-ph	"Quantum spatial-periodic harmonic model for daily price-limited stock
  markets"	"  We investigate the behavior of stocks in daily price-limited stock markets by
purposing a quantum spatial-periodic harmonic model. The stock price is
presumed to oscillate and damp in a quantum spatial-periodic harmonic
oscillator potential well. Complicated non-linear relations including
inter-band positive correlation and intra-band negative correlation between the
volatility and the trading volume of stocks are derived by considering the
energy band structure of the model. The validity of price limitation is then
examined and abnormal phenomena of a price-limited stock market (Shanghai Stock
Exchange) of China are studied by applying our quantum model.
"
1405.5000	q-fin	q-fin.ST physics.soc-ph	"Correlation structure and principal components in global crude oil
  market"	"  This article investigates the correlation structure of the global crude oil
market using the daily returns of 71 oil price time series across the world
from 1992 to 2012. We identify from the correlation matrix six clusters of time
series exhibiting evident geographical traits, which supports Weiner's (1991)
regionalization hypothesis of the global oil market. We find that intra-cluster
pairs of time series are highly correlated while inter-cluster pairs have
relatively low correlations. Principal component analysis shows that most
eigenvalues of the correlation matrix locate outside the prediction of the
random matrix theory and these deviating eigenvalues and their corresponding
eigenvectors contain rich economic information. Specifically, the largest
eigenvalue reflects a collective effect of the global market, other four
largest eigenvalues possess a partitioning function to distinguish the six
clusters, and the smallest eigenvalues highlight the pairs of time series with
the largest correlation coefficients. We construct an index of the global oil
market based on the eigenfortfolio of the largest eigenvalue, which evolves
similarly as the average price time series and has better performance than the
benchmark $1/N$ portfolio under the buy-and-hold strategy.
"
1405.5230	q-fin	q-fin.MF q-fin.TR	"A Functional Limit Theorem for Limit Order Books with State Dependent
  Price Dynamics"	"  We consider a stochastic model for the dynamics of the two-sided limit order
book (LOB). Our model is flexible enough to allow for a dependence of the price
dynamics on volumes. For the joint dynamics of best bid and ask prices and the
standing buy and sell volume densities, we derive a functional limit theorem,
which states that our LOB model converges in distribution to a fully coupled
SDE-SPDE system when the order arrival rates tend to infinity and the impact of
an individual order arrival on the book as well as the tick size tends to zero.
The SDE describes the bid/ask price dynamics while the SPDE describes the
volume dynamics.
"
1405.6400	q-fin	physics.soc-ph cs.SI q-fin.GN	Networks of Military Alliances, Wars, and International Trade	"  We investigate the role of networks of alliances in preventing (multilateral)
interstate wars. We first show that, in the absence of international trade, no
network of alliances is peaceful and stable. We then show that international
trade induces peaceful and stable networks: trade increases the density of
alliances so that countries are less vulnerable to attack and also reduces
countries' incentives to attack an ally. We present historical data on wars and
trade, noting that the dramatic drop in interstate wars since 1950, and
accompanying densification and stabilization of alliances, are consistent with
the model but not other prominent theories.
"
1405.6677	q-fin	math.ST q-fin.RM stat.TH	Bregman superquantiles. Estimation methods and applications	"  In this work, we extend some quantities introduced in ""Optimization of
conditional value-at-risk"" of R.T Rockafellar and S. Uryasev to the case where
the proximity between real numbers is measured by using a Bregman divergence.
This leads to the definition of the Bregman superquantile. Axioms of a coherent
measure of risk discussed in ""Coherent approches to risk in optimization under
uncertainty"" of R.T Rockafellar are studied in the case of Bregman
superquantile. Furthermore, we deal with asymptotic properties of a Monte Carlo
estimator of the Bregman superquantile.
"
1405.6905	q-fin	q-fin.MF math.ST stat.TH	On the stationarity of Dynamic Conditional Correlation models	"  We provide conditions for the existence and the unicity of strictly
stationary solutions of the usual Dynamic Conditional Correlation GARCH models
(DCC-GARCH). The proof is based on Tweedie's (1988) criteria, after having
rewritten DCC-GARCH models as nonlinear Markov chains. Moreover, we study the
existence of their finite moments.
"
1405.7801	q-fin	q-fin.EC math.PR	Gambling in contests with random initial law	"  This paper studies a variant of the contest model introduced in Seel and
Strack [J. Econom. Theory 148 (2013) 2033-2048]. In the Seel-Strack contest,
each agent or contestant privately observes a Brownian motion, absorbed at
zero, and chooses when to stop it. The winner of the contest is the agent who
stops at the highest value. The model assumes that all the processes start from
a common value $x_0>0$ and the symmetric Nash equilibrium is for each agent to
utilise a stopping rule which yields a randomised value for the stopped
process. In the two-player contest, this randomised value has a uniform
distribution on $[0,2x_0]$. In this paper, we consider a variant of the problem
whereby the starting values of the Brownian motions are independent,
nonnegative random variables that have a common law $\mu$. We consider a
two-player contest and prove the existence and uniqueness of a symmetric Nash
equilibrium for the problem. The solution is that each agent should aim for the
target law $\nu$, where $\nu$ is greater than or equal to $\mu$ in convex
order; $\nu$ has an atom at zero of the same size as any atom of $\mu$ at zero,
and otherwise is atom free; on $(0,\infty)$ $\nu$ has a decreasing density; and
the density of $\nu$ only decreases at points where the convex order constraint
is binding.
"
1406.0412	q-fin	q-fin.MF	Option Pricing in an Imperfect World	"  In a model with no given probability measure, we consider asset pricing in
the presence of frictions and other imperfections and characterize the property
of coherent pricing, a notion related to (but much weaker than) the no
arbitrage property. We show that prices are coherent if and only if the set of
pricing measures is non empty, i.e. if pricing by expectation is possible. We
then obtain a decomposition of coherent prices highlighting the role of
bubbles. eventually we show that under very weak conditions the coherent
pricing of options allows for a very clear representation from which it is
possible, as in the original work of Breeden and Litzenberger, to extract the
implied probability. Eventually we test this conclusion empirically via a new
non parametric approach.
"
1406.1149	q-fin	q-fin.PR math.NA	"Numerical analysis for Spread option pricing model in illiquid
  underlying asset market: full feedback model"	"  This paper performs the numerical analysis and the computation of a Spread
option in a market with imperfect liquidity. The number of shares traded in the
stock market has a direct impact on the stock's price. Thus, we consider a
full-feedback model in which price impact is fully incorporated into the model.
The price of a Spread option is characterize by a nonlinear partial
differential equation. This is reduced to linear equations by asymptotic
expansions. The Peaceman-Rachford scheme as an alternating direction implicit
method is employed to solve the linear equations numerically. We discuss the
stability and the convergence of the numerical scheme. Illustrative examples
are included to demonstrate the validity and applicability of the presented
method. Finally we provide a numerical analysis of the illiquidity effect in
replicating an European Spread option; compared to the Black-Scholes case, a
trader generally buys more stock to replicate this option.
"
1406.1936	q-fin	q-fin.MF math.PR	Stochastic Analysis Seminar on Filtering Theory	"  These notes were originally written for the Stochastic Analysis Seminar in
the Department of Operations Research and Financial Engineering at Princeton
University, in February of 2011. The seminar was attended and supported by
members of the Research Training Group, with the author being partially
supported by NSF grant DMS-0739195.
"
1406.2133	q-fin	q-fin.PR	"Historical Backtesting of Local Volatility Model using AUD/USD Vanilla
  Options"	"  The Local Volatility model is a well-known extension of the Black-Scholes
constant volatility model whereby the volatility is dependent on both time and
the underlying asset. This model can be calibrated to provide a perfect fit to
a wide range of implied volatility surfaces. The model is easy to calibrate and
still very popular in FX option trading. In this paper we address a question of
validation of the Local Volatility model. Different stochastic models for the
underlying can be calibrated to provide a good fit to the current market data
but should be recalibrated every trading date. A good fit to the current market
data does not imply that the model is appropriate and historical backtesting
should be performed for validation purposes. We study delta hedging errors
under the Local Volatility model using historical data from 2005 to 2011 for
the AUD/USD implied volatility. We performed backtests for a range of option
maturities and strikes using sticky delta and theoretically correct delta
hedging. The results show that delta hedging errors under the standard
Black-Scholes model are no worse than that of the Local Volatility model.
Moreover, for the case of in and at the money options, the hedging error for
the Back-Scholes model is significantly better.
"
1406.4301	q-fin	q-fin.MF math.PR	A general HJM framework for multiple yield curve modeling	"  We propose a general framework for modeling multiple yield curves which have
emerged after the last financial crisis. In a general semimartingale setting,
we provide an HJM approach to model the term structure of multiplicative
spreads between FRA rates and simply compounded OIS risk-free forward rates. We
derive an HJM drift and consistency condition ensuring absence of arbitrage
and, in addition, we show how to construct models such that multiplicative
spreads are greater than one and ordered with respect to the tenor's length.
When the driving semimartingale is specified as an affine process, we obtain a
flexible Markovian structure. Finally, we show that the proposed framework
allows to unify and extend several recent approaches to multiple yield curve
modeling.
"
1406.5817	q-fin	q-fin.RM physics.soc-ph q-fin.GN q-fin.TR	Reduction of systemic risk by means of Pigouvian taxation	"  We analyze the possibility of reduction of systemic risk in financial markets
through Pigouvian taxation of financial institutions which is used to support
the rescue fund. We introduce the concept of the cascade risk with a clear
operational definition as a subclass and a network related measure of the
systemic risk. Using financial networks constructed from real Italian money
market data and using realistic parameters, we show that the cascade risk can
be substantially reduced by a small rate of taxation and by means of a simple
strategy of the money transfer from the rescue fund to interbanking market
subjects. Furthermore, we show that while negative effects on the return on
investment ($ROI$) are direct and certain, an overall positive effect on risk
adjusted return on investments ($ROI^{RA}$) is visible. Please note that
\emph{the taxation} is introduced as a monetary/regulatory, not as a fiscal
measure, as the term could suggest. \emph{The rescue fund} is implemented in a
form of a common reserve fund.
"
1406.6441	q-fin	physics.soc-ph cond-mat.stat-mech q-fin.EC	"Thermodynamics of inequalities: from precariousness to economic
  stratification"	"  Growing economic inequalities are observed in several countries throughout
the world. Following Pareto, the power-law structure of these inequalities has
been the subject of much theoretical and empirical work. But their
nonequilibrium dynamics, e.g. after a policy change, remains incompletely
understood. Here we introduce a thermodynamical theory of inequalities based on
the analogy between economic stratification and statistical entropy. Within
this framework we identify the combination of upward mobility with
precariousness as a fundamental driver of inequality. We formalize this
statement by a ""second-law"" inequality displaying upward mobility and
precariousness as thermodynamic conjugate variables. We estimate the time scale
for the ""relaxation"" of the wealth distribution after a sudden change of the
after-tax return on capital. Our method can be generalized to gain insight into
the dynamics of inequalities in any Markovian model of socioeconomic
interactions.
"
1406.6951	q-fin	math.PR q-fin.MF	Change of numeraire in the two-marginals martingale transport problem	"  In this paper we apply change of numeraire techniques to the optimal
transport approach for computing model-free prices of derivatives in a two
periods model. In particular, we consider the optimal transport plan
constructed in \cite{HobsonKlimmek2013} as well as the one introduced in
\cite{BeiglJuil} and further studied in \cite{BrenierMartingale}. We show that,
in the case of positive martingales, a suitable change of numeraire applied to
\cite{HobsonKlimmek2013} exchanges forward start straddles of type I and type
II, so that the optimal transport plan in the subhedging problems is the same
for both types of options. Moreover, for \cite{BrenierMartingale}'s
construction, the right monotone transference plan can be viewed as a mirror
coupling of its left counterpart under the change of numeraire. An application
to stochastic volatility models is also provided.
"
1407.2420	q-fin	math.PR q-fin.PR	"Markovian Nash equilibrium in financial markets with asymmetric
  information and related forward-backward systems"	"  This paper develops a new methodology for studying continuous-time Nash
equilibrium in a financial market with asymmetrically informed agents. This
approach allows us to lift the restriction of risk neutrality imposed on market
makers by the current literature. It turns out that, when the market makers are
risk averse, the optimal strategies of the agents are solutions of a
forward-backward system of partial and stochastic differential equations. In
particular, the price set by the market makers solves a nonstandard ""quadratic""
backward stochastic differential equation. The main result of the paper is the
existence of a Markovian solution to this forward-backward system on an
arbitrary time interval, which is obtained via a fixed-point argument on the
space of absolutely continuous distribution functions. Moreover, the
equilibrium obtained in this paper is able to explain several stylized facts
which are not captured by the current asymmetric information models.
"
1407.3749	q-fin	q-fin.EC	"Microscopic Models for Welfare Measures Addressing a Reduction of
  Economic Inequality"	"  We formulate a flexible micro-to-macro kinetic model which is able to explain
the emergence of income profiles out of a whole of individual economic
interactions. The model is expressed by a system of several nonlinear
differential equations which involve parameters defined by probabilities.
Society is described as an ensemble of individuals divided into income classes;
the individuals exchange money through binary and ternary interactions, leaving
the total wealth unchanged. The ternary interactions represent taxation and
redistribution effects. Dynamics is investigated through computational
simulations, the focus being on the effects that different fiscal policies and
differently weighted welfare policies have on the long-run income
distributions. The model provides a tool which may contribute to the
identification of the most effective actions towards a reduction of economic
inequality. We find for instance that, under certain hypotheses, the Gini index
is more affected by a policy of reduction of the welfare and subsidies for the
rich classes than by an increase of the upper tax rate. Such a policy also has
the effect of slightly increasing the total tax revenue.
"
